chr pos
X_20078896 6 22388.5891846396
X_20079734 6 22388.8236579542
X_20081513 6 22389.1258638679
X_20083144 6 22390.0222641213
X_20114233 6 22390.0222641713
X_20115159 6 22390.0222642213
X_20117437 6 22390.3241320425
X_20117770 6 22390.7669049057
X_20247329 6 22391.0673892922
X_20290269 6 22391.0673893422
X_20297614 6 22391.0673893922
X_20336808 6 22391.0673894422
X_20340342 6 22391.0673894922
X_20346082 6 22391.5789444962
X_20346664 6 22391.5789445462
X_20357854 6 22391.5789445962
X_20362071 6 22392.0911344229
X_20367546 6 22392.091134473
X_20386805 6 22392.091134523
X_20408671 6 22392.091134573
X_20460418 6 22392.091134623
X_20463642 6 22392.091134673
X_20541494 6 22392.091134723
X_20543359 6 22392.091134773
X_20547970 6 22392.0911348229
X_20549647 6 22392.6033438997
X_20550804 6 22393.1172944883
X_20553132 6 22393.422032641
X_20553470 6 22393.9363526279
X_20557675 6 22394.2411041399
X_20560481 6 22394.7549980252
X_20565119 6 22394.7549980752
X_20568040 6 22394.7549981252
X_20574056 6 22394.7549981752
X_20574645 6 22394.7549982252
X_20579981 6 22394.7549982752
X_20586790 6 22394.7549983252
X_20588979 6 22394.7549983752
X_20597820 6 22394.7549984252
X_20598319 6 22394.7549984752
X_20623504 6 22394.7549985252
X_20757140 6 22394.7549985752
X_20781869 6 22394.7549986252
X_20788784 6 22394.7549986752
X_20791471 6 22394.7549987252
X_20793754 6 22394.7549987752
X_20854162 6 22394.7549988252
X_20896431 6 22394.7549988752
X_20918275 6 22395.2672111508
X_20918887 6 22395.7794469126
X_20928657 6 22395.7794469626
X_20942607 6 22395.7794470126
X_20948701 6 22396.2916693681
X_20958413 6 22396.8039352921
X_20961258 6 22397.3161446322
X_20963232 6 22397.3161446822
X_20963946 6 22397.3161447322
X_20967633 6 22397.829457817
X_21026429 6 22398.1274018513
X_21101700 6 22398.1274019013
X_21118565 6 22398.1274019513
X_21160184 6 22398.1274020013
X_21178761 6 22398.1274020513
X_21180033 6 22398.4368627347
X_21180811 6 22398.5226054129
X_21203107 6 22398.8316414788
X_21204354 6 22398.9169803107
X_21209014 6 22398.9169803607
X_21215062 6 22398.9169811149
X_21216265 6 22399.222100915
X_21217263 6 22399.5226713246
X_21219903 6 22399.8262451443
X_21226031 6 22399.8262451943
X_21226032 6 22399.8262452443
X_21272705 6 22399.8262452943
X_21273230 6 22399.8262453443
X_21278362 6 22399.8262453943
X_21282910 6 22399.8262454443
X_21297415 6 22399.8262454943
X_21301636 6 22399.8262455443
X_21302865 6 22399.8262455943
X_21311289 6 22399.8262456443
X_21316505 6 22399.8262456943
X_21316527 6 22400.3416957799
X_21318273 6 22400.3416958299
X_21327059 6 22400.3416958799
X_21328797 6 22400.638056974
X_21332334 6 22401.1531031302
X_21350199 6 22401.45207212
X_21353554 6 22401.45207217
X_21367195 6 22401.45207222
X_21367696 6 22401.45207227
X_21379572 6 22401.45207232
X_21386997 6 22401.45207237
X_21389018 6 22401.45207242
X_21389019 6 22401.9648974272
X_21403193 6 22401.9648974772
X_21403704 6 22401.9648975272
X_21466971 6 22401.9648975772
X_21574918 6 22401.9648976272
X_21579241 6 22401.9648976772
X_21583213 6 22401.9648977272
X_21606734 6 22401.9648977772
X_21613916 6 22401.9648978272
X_21624025 6 22401.9648978772
X_21626226 6 22401.9648979272
X_21628899 6 22401.9648979772
X_21630974 6 22401.9648980272
X_21640340 6 22401.9648980772
X_21643869 6 22401.9648981272
X_21652035 6 22401.9648981772
X_21836497 6 22401.9648982272
X_21875218 6 22401.9648982772
X_21977578 6 22401.9648983272
X_21989921 6 22401.9648983772
X_22026026 6 22403.009441198
X_22028262 6 22403.5169744182
X_22031504 6 22404.5616367279
X_22031837 6 22404.5616367779
X_22033288 6 22405.0323331436
X_22033759 6 22405.0323331936
X_22039569 6 22406.5750042837
X_22043235 6 22406.5750043337
X_22069372 6 22407.0879797185
X_22070238 6 22407.600870677
X_22071481 6 22408.1082917113
X_22135532 6 22409.7076331193
X_22151058 6 22410.2150541536
X_22160490 6 22410.7279460065
X_22160685 6 22410.9875929628
