OG0003590: CBRIG.QX1410.4355.1 CELEG.4R79.1a CINOP.Sp34_40219410.t1 CNIGO.Cni-nas-6
OG0010915: CBRIG.QX1410.16535.1 CELEG.W03G11.4 CINOP.Sp34_X0049900.t1 CNIGO.Cni-W03G11.4.1
OG0010916: CBRIG.QX1410.14495.1 CELEG.W03G9.1 CINOP.Sp34_10077800.t1 CNIGO.Cni-snf-1.1
OG0010917: CBRIG.QX1410.14493.1 CELEG.W03G9.5 CINOP.Sp34_10078000.t1 CNIGO.Cni-W03G9.5
OG0010918: CBRIG.QX1410.14498.1 CELEG.W03G9.7 CINOP.Sp34_10254700.t1 CNIGO.Cni-cil-7
OG0010919: CBRIG.QX1410.14494.2 CELEG.W03G9.9 CINOP.Sp34_10077900.t1 CNIGO.Cni-W03G9.9.1
OG0010922: CBRIG.QX1410.16115.1 CELEG.W04A4.5 CINOP.Sp34_10012800.t1 CNIGO.Cni-W04A4.5
OG0010923: CBRIG.QX1410.15571.1 CELEG.W04A4.6 CINOP.Sp34_10017600.t1 CNIGO.Cni-W04A4.6
OG0010924: CBRIG.QX1410.15578.1 CELEG.W04A8.1a CINOP.Sp34_10018100.t1 CNIGO.Cni-W04A8.1
OG0010925: CBRIG.QX1410.15577.1 CELEG.W04A8.6a CINOP.Sp34_10018000.t1 CNIGO.Cni-W04A8.6
OG0010926: CBRIG.QX1410.15576.2 CELEG.W04A8.7 CINOP.Sp34_10017900.t1 CNIGO.Cni-taf-1
OG0010927: CBRIG.QX1410.7544.1 CELEG.W04B5.3b CINOP.Sp34_30303900.t1 CNIGO.Cni-W04B5.3.1
OG0010928: CBRIG.QX1410.7542.1 CELEG.W04B5.4 CINOP.Sp34_30304000.t1 CNIGO.Cni-mrpl-30
OG0010929: CBRIG.QX1410.7543.1 CELEG.W04B5.5 CINOP.Sp34_30304100.t1 CNIGO.Cni-W04B5.5.2
OG0010930: CBRIG.QX1410.13533.1 CELEG.W04C9.1a CINOP.Sp34_10252900.t1 CNIGO.Cni-haf-4
OG0010931: CBRIG.QX1410.13532.1 CELEG.W04C9.2 CINOP.Sp34_10252800.t1 CNIGO.Cni-W04C9.2
OG0010932: CBRIG.QX1410.13529.1 CELEG.W04C9.3 CINOP.Sp34_10252610.t1 CNIGO.Cni-cutl-13.1
OG0010933: CBRIG.QX1410.13577.1 CELEG.W04C9.4 CINOP.Sp34_10250200.t1 CNIGO.Cni-W04C9.4
OG0010934: CBRIG.QX1410.13584.1 CELEG.W04C9.5 CINOP.Sp34_10250100.t1 CNIGO.Cni-W04C9.5
OG0010935: CBRIG.QX1410.13531.1 CELEG.W04C9.6 CINOP.Sp34_10252710.t1 CNIGO.Cni-W04C9.6.1
OG0010936: CBRIG.QX1410.13530.1 CELEG.W04C9.9 CINOP.Sp34_10252500.t1 CNIGO.Cni-W04C9.9.1
OG0010937: CBRIG.QX1410.1884.5 CELEG.W04D2.1a CINOP.Sp34_50172510.t1 CNIGO.Cni-atn-1.1
OG0010939: CBRIG.QX1410.1882.1 CELEG.W04D2.3b CINOP.Sp34_50172600.t1 CNIGO.Cni-inx-11.1
OG0010940: CBRIG.QX1410.1880.2 CELEG.W04D2.4 CINOP.Sp34_50172700.t1 CNIGO.Cnig_chr_V.g18843.1
OG0010941: CBRIG.QX1410.1879.2 CELEG.W04D2.6c CINOP.Sp34_50172810.t1 CNIGO.Cni-W04D2.6.1
OG0010942: CBRIG.QX1410.17170.1 CELEG.W04G3.11 CINOP.Sp34_X0082200.t1 CNIGO.Cnig_chr_X.g23283
OG0010943: CBRIG.QX1410.17179.1 CELEG.W04G3.1a CINOP.Sp34_X0081500.t1 CNIGO.Cni-lpr-6
OG0010944: CBRIG.QX1410.17178.1 CELEG.W04G3.2 CINOP.Sp34_X0081600.t1 CNIGO.Cni-lpr-5
OG0010945: CBRIG.QX1410.17177.1 CELEG.W04G3.3 CINOP.Sp34_X0081700.t1 CNIGO.Cni-lpr-4
OG0010946: CBRIG.QX1410.17176.3 CELEG.W04G3.4 CINOP.Sp34_X0081800.t1 CNIGO.Cni-apt-9
OG0010947: CBRIG.QX1410.17171.2 CELEG.W04G3.6d CINOP.Sp34_X0082100.t1 CNIGO.Cni-sulp-7.1
OG0010948: CBRIG.QX1410.17180.1 CELEG.W04G3.8 CINOP.Sp34_X0081420.t1 CNIGO.Cni-lpr-3
OG0010949: CBRIG.QX1410.13208.1 CELEG.W04H10.1 CINOP.Sp34_30319100.t1 CNIGO.Cni-W04H10.1
OG0010950: CBRIG.QX1410.13203.1 CELEG.W04H10.3a CINOP.Sp34_20011700.t1 CNIGO.Cni-nhl-3
OG0010951: CBRIG.QX1410.1838.1 CELEG.W05B10.2 CINOP.Sp34_50176200.t1 CNIGO.Cni-ccch-3
OG0010952: CBRIG.QX1410.1836.1 CELEG.W05B10.4 CINOP.Sp34_50176410.t1 CNIGO.Cni-W05B10.4
OG0010953: CBRIG.QX1410.8313.1 CELEG.W05B2.2 CINOP.Sp34_30108700.t1 CNIGO.Cni-W05B2.2
OG0010954: CBRIG.QX1410.8325.1 CELEG.W05B2.4 CINOP.Sp34_30105800.t1 CNIGO.Cni-dhc-4.1
OG0010955: CBRIG.QX1410.15944.2 CELEG.W05B5.1g CINOP.Sp34_10043800.t1 CNIGO.Cni-W05B5.1.1
OG0010956: CBRIG.QX1410.15948.1 CELEG.W05B5.2 CINOP.Sp34_10043900.t1 CNIGO.Cni-npr-14.1
OG0010957: CBRIG.QX1410.2059.2 CELEG.W05E10.1 CINOP.Sp34_50150800.t1 CNIGO.Cni-W05E10.1
OG0010958: CBRIG.QX1410.2058.1 CELEG.W05E10.2 CINOP.Sp34_50151100.t1 CNIGO.Cni-W05E10.2
OG0010959: CBRIG.QX1410.2061.2 CELEG.W05E10.3 CINOP.Sp34_50150600.t1 CNIGO.Cni-ceh-32
OG0010960: CBRIG.QX1410.2060.1 CELEG.W05E10.5a CINOP.Sp34_50150720.t1 CNIGO.Cni-W05E10.5
OG0010961: CBRIG.QX1410.13856.4 CELEG.W05F2.4a CINOP.Sp34_10172000.t1 CNIGO.Cnig_chr_I.g893
OG0010962: CBRIG.QX1410.7411.1 CELEG.W05G11.3 CINOP.Sp34_30318200.t1 CNIGO.Cni-col-88
OG0010963: CBRIG.QX1410.16026.1 CELEG.W05H12.1 CINOP.Sp34_10035100.t1 CNIGO.Cni-W05H12.1.1
OG0010964: CBRIG.QX1410.12424.1 CELEG.W05H5.3 CINOP.Sp34_20052900.t1 CNIGO.Cni-pitr-6.1
OG0010966: CBRIG.QX1410.16209.1 CELEG.W05H7.3 CINOP.Sp34_X0004820.t1 CNIGO.Cni-sedl-1
OG0010967: CBRIG.QX1410.18201.1 CELEG.W05H9.1a CINOP.Sp34_X0227410.t1 CNIGO.Cni-W05H9.1
OG0010968: CBRIG.QX1410.18200.1 CELEG.W05H9.2 CINOP.Sp34_X0227510.t1 CNIGO.Cni-W05H9.2
OG0010969: CBRIG.QX1410.18199.1 CELEG.W05H9.4 CINOP.Sp34_X0227600.t1 CNIGO.Cni-W05H9.4
OG0010970: CBRIG.QX1410.10412.2 CELEG.W06A11.1 CINOP.Sp34_20239320.t1 CNIGO.Cni-R11F4.3.1
OG0010971: CBRIG.QX1410.3220.2 CELEG.W06A7.2b CINOP.Sp34_50347900.t1 CNIGO.Cni-W06A7.2
OG0010972: CBRIG.QX1410.18114.1 CELEG.W06B11.1 CINOP.Sp34_X0233410.t1 CNIGO.Cni-atat-2.1
OG0010973: CBRIG.QX1410.18113.1 CELEG.W06B11.2 CINOP.Sp34_X0233420.t1 CNIGO.Cni-puf-9
OG0010974: CBRIG.QX1410.18115.1 CELEG.W06B11.4b CINOP.Sp34_X0233310.t1 CNIGO.Cni-hog-1
OG0010975: CBRIG.QX1410.10489.3 CELEG.W06B4.2 CINOP.Sp34_20231910.t1 CNIGO.Cni-W06B4.2
OG0010976: CBRIG.QX1410.10491.1 CELEG.W06B4.3 CINOP.Sp34_20231920.t1 CNIGO.Cni-vps-18.2
OG0010977: CBRIG.QX1410.19177.1 CELEG.W06D11.2 CINOP.Sp34_X0152300.t1 CNIGO.nigoni.pc_2016.07.11_016.g28076
OG0010978: CBRIG.QX1410.4099.1 CELEG.W06D12.1 CINOP.Sp34_50405020.t1 CNIGO.Cni-cutl-4
OG0010979: CBRIG.QX1410.4100.1 CELEG.W06D12.2 CINOP.Sp34_50405010.t1 CNIGO.Cni-twk-42
OG0010980: CBRIG.QX1410.4101.1 CELEG.W06D12.3 CINOP.Sp34_50404900.t1 CNIGO.Cnig_chr_V.g21735
OG0010981: CBRIG.QX1410.14944.1 CELEG.W06D4.1 CINOP.Sp34_10116400.t1 CNIGO.Cni-hgo-1
OG0010982: CBRIG.QX1410.14943.1 CELEG.W06D4.2 CINOP.Sp34_10116300.t1 CNIGO.Cni-spe-46
OG0010983: CBRIG.QX1410.14940.1 CELEG.W06D4.4 CINOP.Sp34_10116200.t1 CNIGO.Cni-prmt-7.1
OG0010984: CBRIG.QX1410.14939.1 CELEG.W06D4.5 CINOP.Sp34_10116100.t1 CNIGO.Cni-snx-3
OG0010985: CBRIG.QX1410.14938.3 CELEG.W06D4.6 CINOP.Sp34_10116000.t1 CNIGO.Cni-rad-54
OG0010986: CBRIG.QX1410.7387.1 CELEG.W06E11.1 CINOP.Sp34_30328200.t1 CNIGO.Cni-W06E11.1
OG0010987: CBRIG.QX1410.7388.1 CELEG.W06E11.2 CINOP.Sp34_30328300.t1 CNIGO.Cni-tag-267
OG0010988: CBRIG.QX1410.7390.1 CELEG.W06E11.4 CINOP.Sp34_30328500.t1 CNIGO.Cni-sbds-1
OG0010989: CBRIG.QX1410.7389.1 CELEG.W06E11.5a CINOP.Sp34_30328400.t1 CNIGO.Cni-tag-266
OG0010990: CBRIG.QX1410.8300.3 CELEG.W06F12.1a CINOP.Sp34_30108110.t1 CNIGO.Cni-lit-1
OG0010991: CBRIG.QX1410.8298.1 CELEG.W06F12.2e CINOP.Sp34_30107810.t1 CNIGO.Cni-W06F12.2.1
OG0010992: CBRIG.QX1410.8297.1 CELEG.W06F12.3 CINOP.Sp34_30107500.t1 CNIGO.Cni-W06F12.3.1
OG0010993: CBRIG.QX1410.15977.1 CELEG.W06H12.1 CINOP.Sp34_10032600.t1 CNIGO.Cni-ztf-6.1
OG0010994: CBRIG.QX1410.3690.1 CELEG.W06H3.2a CINOP.Sp34_50376100.t1 CNIGO.Cni-pus-1.1
OG0010995: CBRIG.QX1410.3689.3 CELEG.W06H3.3 CINOP.Sp34_50376000.t1 CNIGO.Cni-ctps-1
OG0010996: CBRIG.QX1410.2665.2 CELEG.W06H8.1b CINOP.Sp34_50208300.t1 CNIGO.Cni-rme-1.1
OG0010997: CBRIG.QX1410.2669.1 CELEG.W06H8.6 CINOP.Sp34_50208510.t1 CNIGO.Cni-W06H8.6
OG0010999: CBRIG.QX1410.10296.1 CELEG.W07A12.4b CINOP.Sp34_20296700.t1 CNIGO.Cnig_chr_II.g4152
OG0011000: CBRIG.QX1410.10283.1 CELEG.W07A12.8 CINOP.Sp34_20297300.t1 CNIGO.Cni-W07A12.8
OG0011001: CBRIG.QX1410.4212.1 CELEG.W07A8.3d CINOP.Sp34_50400000.t1 CNIGO.Cni-dnj-25.2
OG0011002: CBRIG.QX1410.7580.1 CELEG.W07B3.2b CINOP.Sp34_30326500.t1 CNIGO.Cni-gei-4.1
OG0011003: CBRIG.QX1410.1186.1 CELEG.W07B8.5 CINOP.Sp34_50024500.t1 CNIGO.Cnig_chr_V.g17979
OG0011004: CBRIG.QX1410.16852.1 CELEG.W07E11.2 CINOP.Sp34_X0065400.t1 CNIGO.Cni-flp-3
OG0011005: CBRIG.QX1410.16853.1 CELEG.W07E11.3a CINOP.Sp34_X0065500.t1 CNIGO.Cni-flp-2
OG0011006: CBRIG.QX1410.16851.1 CELEG.W07E11.4 CINOP.Sp34_X0065300.t1 CNIGO.Cni-flp-28
OG0011007: CBRIG.QX1410.13222.2 CELEG.W07E6.1a CINOP.Sp34_20000500.t1 CNIGO.Cni-nol-1.1
OG0011008: CBRIG.QX1410.13223.1 CELEG.W07E6.2a CINOP.Sp34_20000600.t1 CNIGO.Cni-W07E6.2
OG0011009: CBRIG.QX1410.13228.1 CELEG.W07E6.3b CINOP.Sp34_20009200.t1 CNIGO.Cni-W07E6.3
OG0011010: CBRIG.QX1410.13224.1 CELEG.W07E6.4 CINOP.Sp34_20000700.t1 CNIGO.Cni-prp-21
OG0011011: CBRIG.QX1410.12219.1 CELEG.W07G1.5b CINOP.Sp34_20067900.t1 CNIGO.Cni-W07G1.5.1
OG0011012: CBRIG.QX1410.12218.1 CELEG.W07G1.7 CINOP.Sp34_20067800.t1 CNIGO.Cni-W07G1.7
OG0011013: CBRIG.QX1410.2498.3 CELEG.W07G4.3 CINOP.Sp34_50274610.t1 CNIGO.Cni-W07G4.3
OG0011014: CBRIG.QX1410.2499.1 CELEG.W07G4.4 CINOP.Sp34_50274520.t1 CNIGO.Cni-lap-2
OG0011015: CBRIG.QX1410.2500.1 CELEG.W07G4.5 CINOP.Sp34_50274510.t1 CNIGO.Cni-W07G4.5.1
OG0011016: CBRIG.QX1410.2502.1 CELEG.W07G4.6b CINOP.Sp34_50274300.t1 CNIGO.Cni-srr-1.1
OG0011017: CBRIG.QX1410.2501.1 CELEG.W07G4.8 CINOP.Sp34_50274400.t1 CNIGO.Cni-W07G4.8
OG0011018: CBRIG.QX1410.1589.5 CELEG.W08A12.1a CINOP.Sp34_50007200.t1 CNIGO.Cni-unc-132.1
OG0011019: CBRIG.QX1410.1588.2 CELEG.W08A12.3a CINOP.Sp34_50007410.t1 CNIGO.Cni-W08A12.3
OG0011020: CBRIG.QX1410.6095.3 CELEG.W08D2.1 CINOP.Sp34_40155700.t1 CNIGO.Cni-egl-20
OG0011021: CBRIG.QX1410.6096.1 CELEG.W08D2.3a CINOP.Sp34_40155500.t1 CNIGO.Cni-dct-15.1
OG0011022: CBRIG.QX1410.6097.3 CELEG.W08D2.4a CINOP.Sp34_40155400.t1 CNIGO.Cni-fat-3
OG0011023: CBRIG.QX1410.6093.1 CELEG.W08D2.5a CINOP.Sp34_40155810.t1 CNIGO.Cni-catp-6
OG0011024: CBRIG.QX1410.6094.1 CELEG.W08D2.6 CINOP.Sp34_40155900.t1 CNIGO.Cni-col-123
OG0011025: CBRIG.QX1410.6092.2 CELEG.W08D2.7 CINOP.Sp34_40156500.t1 CNIGO.Cni-mtr-4
OG0011026: CBRIG.QX1410.6358.1 CELEG.W08E12.1 CINOP.Sp34_40116500.t1 CNIGO.Cni-zip-11
OG0011027: CBRIG.QX1410.6353.1 CELEG.W08E12.6 CINOP.Sp34_40117000.t1 CNIGO.Cni-W08E12.6
OG0011028: CBRIG.QX1410.15675.1 CELEG.W08E3.1 CINOP.Sp34_10279100.t1 CNIGO.Cni-snr-2.1
OG0011029: CBRIG.QX1410.15693.2 CELEG.W08E3.2 CINOP.Sp34_10279300.t1 CNIGO.Cni-W08E3.2
OG0011030: CBRIG.QX1410.15674.1 CELEG.W08E3.4 CINOP.Sp34_10279200.t1 CNIGO.Cni-W08E3.4
OG0011031: CBRIG.QX1410.13202.1 CELEG.W08F4.3 CINOP.Sp34_20011800.t1 CNIGO.Cni-W08F4.3
OG0011032: CBRIG.QX1410.13216.1 CELEG.W08F4.5 CINOP.Sp34_20011500.t1 CNIGO.Cni-W08F4.5
OG0011033: CBRIG.QX1410.13215.2 CELEG.W08F4.6 CINOP.Sp34_20011330.t1 CNIGO.Cni-mlt-8
OG0011034: CBRIG.QX1410.3860.1 CELEG.W08G11.3c CINOP.Sp34_50380300.t1 CNIGO.Cni-W08G11.3.1
OG0011035: CBRIG.QX1410.3859.1 CELEG.W08G11.4 CINOP.Sp34_50380400.t1 CNIGO.Cni-pptr-1.1
OG0011036: CBRIG.QX1410.16385.1 CELEG.W09B12.1 CINOP.Sp34_X0042100.t1 CNIGO.Cni-ace-1
OG0011037: CBRIG.QX1410.19300.1 CELEG.W09B6.1c CINOP.Sp34_X0133800.t1 CNIGO.Cni-pod-2.1
OG0011038: CBRIG.QX1410.13197.1 CELEG.W09B6.2a CINOP.Sp34_20012600.t1 CNIGO.Cni-taf-6.1.1
OG0011039: CBRIG.QX1410.13196.1 CELEG.W09B6.3a CINOP.Sp34_20012700.t1 CNIGO.Cni-eri-3
OG0011040: CBRIG.QX1410.13194.1 CELEG.W09B6.4d CINOP.Sp34_20012900.t1 CNIGO.Cni-W09B6.4
OG0011041: CBRIG.QX1410.5121.2 CELEG.W09C2.1a CINOP.Sp34_40340510.t1 CNIGO.Cni-elt-1
OG0011042: CBRIG.QX1410.5130.4 CELEG.W09C2.3a CINOP.Sp34_40340310.t1 CNIGO.Cni-mca-1
OG0011043: CBRIG.QX1410.5128.1 CELEG.W09C2.8 CINOP.Sp34_40340400.t1 CNIGO.Cni-W09C2.8
OG0011044: CBRIG.QX1410.14211.1 CELEG.W09C3.7 CINOP.Sp34_10286200.t1 CNIGO.Cni-W09C3.7.1
OG0011045: CBRIG.QX1410.14116.1 CELEG.W09C3.8 CINOP.Sp34_10286000.t1 CNIGO.Cni-W09C3.8
OG0011046: CBRIG.QX1410.16123.1 CELEG.W09C5.1 CINOP.Sp34_10013500.t1 CNIGO.Cni-W09C5.1
OG0011047: CBRIG.QX1410.16120.1 CELEG.W09C5.5 CINOP.Sp34_10013300.t1 CNIGO.Cni-dkf-1
OG0011048: CBRIG.QX1410.16118.2 CELEG.W09C5.6a CINOP.Sp34_10013100.t1 CNIGO.Cni-rpl-31
OG0011049: CBRIG.QX1410.16117.3 CELEG.W09C5.7a CINOP.Sp34_10013000.t1 CNIGO.Cni-W09C5.7
OG0011050: CBRIG.QX1410.16116.1 CELEG.W09C5.8 CINOP.Sp34_10012900.t1 CNIGO.Cni-W09C5.8.2
OG0011051: CBRIG.QX1410.8267.1 CELEG.W09D10.1 CINOP.Sp34_30113110.t1 CNIGO.Cni-W09D10.1
OG0011052: CBRIG.QX1410.8266.1 CELEG.W09D10.2 CINOP.Sp34_30113200.t1 CNIGO.Cni-tat-3
OG0011053: CBRIG.QX1410.8263.1 CELEG.W09D10.3 CINOP.Sp34_30113500.t1 CNIGO.Cni-mrpl-12
OG0011054: CBRIG.QX1410.8265.1 CELEG.W09D10.4 CINOP.Sp34_30113410.t1 CNIGO.Cni-W09D10.4
OG0011055: CBRIG.QX1410.8264.1 CELEG.W09D10.5a CINOP.Sp34_30113420.t1 CNIGO.Cni-W09D10.5
OG0011056: CBRIG.QX1410.3211.1 CELEG.W09D12.1a CINOP.Sp34_50346100.t1 CNIGO.Cni-zmp-4
OG0011057: CBRIG.QX1410.8365.1 CELEG.W09D6.5 CINOP.Sp34_30096210.t1 CNIGO.Cni-W09D6.5
OG0011058: CBRIG.QX1410.12658.1 CELEG.W09G10.1b CINOP.Sp34_20036800.t1 CNIGO.Cni-col-72.1
OG0011059: CBRIG.QX1410.12657.1 CELEG.W09G10.3 CINOP.Sp34_20036900.t1 CNIGO.Cni-ncs-6.1
OG0011060: CBRIG.QX1410.7041.1 CELEG.W09G12.10 CINOP.Sp34_40010400.t1 CNIGO.Cni-W09G12.10
OG0011062: CBRIG.QX1410.7042.1 CELEG.W09G12.9 CINOP.Sp34_40010300.t1 CNIGO.Cni-W09G12.9.1
OG0011063: CBRIG.QX1410.15579.1 CELEG.W09G3.1a CINOP.Sp34_10018200.t1 CNIGO.Cni-W09G3.1
OG0011064: CBRIG.QX1410.15583.1 CELEG.W09G3.2 CINOP.Sp34_10018500.t1 CNIGO.Cni-maea-1
OG0011065: CBRIG.QX1410.15584.1 CELEG.W09G3.3 CINOP.Sp34_10018600.t1 CNIGO.Cni-tag-229
OG0011066: CBRIG.QX1410.15588.1 CELEG.W09G3.7a CINOP.Sp34_10020420.t1 CNIGO.Cni-W09G3.7
OG0011067: CBRIG.QX1410.15582.1 CELEG.W09G3.8a CINOP.Sp34_10018400.t1 CNIGO.Cni-W09G3.8
OG0011068: CBRIG.QX1410.11645.1 CELEG.W09H1.1a CINOP.Sp34_20322600.t1 CNIGO.Cni-W09H1.1.1
OG0011069: CBRIG.QX1410.11643.1 CELEG.W09H1.5 CINOP.Sp34_20322710.t1 CNIGO.Cni-mecr-1
OG0011070: CBRIG.QX1410.7591.2 CELEG.W10C4.1 CINOP.Sp34_30325400.t1 CNIGO.Cni-W10C4.1
OG0011071: CBRIG.QX1410.11514.4 CELEG.W10C6.1 CINOP.Sp34_20336310.t1 CNIGO.Cni-mat-2
OG0011072: CBRIG.QX1410.13918.1 CELEG.W10C8.1a CINOP.Sp34_10144400.t1 CNIGO.Cni-ccb-2
OG0011073: CBRIG.QX1410.13917.1 CELEG.W10C8.2 CINOP.Sp34_10144300.t1 CNIGO.Cni-pop-1.1
OG0011074: CBRIG.QX1410.13919.1 CELEG.W10C8.4a CINOP.Sp34_10144500.t1 CNIGO.Cni-W10C8.4
OG0011075: CBRIG.QX1410.14935.1 CELEG.W10D5.1 CINOP.Sp34_10115100.t1 CNIGO.Cni-mef-2.2
OG0011076: CBRIG.QX1410.14933.1 CELEG.W10D5.2 CINOP.Sp34_10114900.t1 CNIGO.Cni-nduf-7.1
OG0011077: CBRIG.QX1410.13220.1 CELEG.W10D9.4a CINOP.Sp34_20000300.t1 CNIGO.Cni-nfyb-1
OG0011078: CBRIG.QX1410.13221.1 CELEG.W10D9.5a CINOP.Sp34_20000400.t1 CNIGO.Cni-tomm-22
OG0011079: CBRIG.QX1410.13218.1 CELEG.W10D9.6a CINOP.Sp34_20000210.t1 CNIGO.Cni-W10D9.6
OG0011080: CBRIG.QX1410.12652.2 CELEG.W10G11.16b CINOP.Sp34_20037400.t1 CNIGO.Cni-lgc-45.1
OG0011081: CBRIG.QX1410.12655.1 CELEG.W10G11.19 CINOP.Sp34_20037200.t1 CNIGO.Cni-W10G11.19
OG0011082: CBRIG.QX1410.12654.2 CELEG.W10G11.20 CINOP.Sp34_20037300.t1 CNIGO.Cni-dnc-3.1
OG0011083: CBRIG.QX1410.16378.1 CELEG.W10G6.2b CINOP.Sp34_X0041300.t1 CNIGO.Cni-sgk-1
OG0011084: CBRIG.QX1410.17021.1 CELEG.Y102A11A.2a CINOP.Sp34_X0093300.t1 CNIGO.Cni-Y102A11A.2
OG0011085: CBRIG.QX1410.17020.1 CELEG.Y102A11A.5 CINOP.Sp34_X0093400.t1 CNIGO.Cni-Y102A11A.5
OG0011086: CBRIG.QX1410.17019.1 CELEG.Y102A11A.6 CINOP.Sp34_X0093500.t1 CNIGO.Cni-Y102A11A.6
OG0011087: CBRIG.QX1410.17018.1 CELEG.Y102A11A.7 CINOP.Sp34_X0093600.t1 CNIGO.Cni-Y102A11A.7
OG0011088: CBRIG.QX1410.17017.1 CELEG.Y102A11A.8 CINOP.Sp34_X0093800.t1 CNIGO.Cni-igcm-4.1
OG0011089: CBRIG.QX1410.17023.1 CELEG.Y102A11A.9a CINOP.Sp34_X0093200.t1 CNIGO.Cni-Y102A11A.9.1
OG0011090: CBRIG.QX1410.3688.3 CELEG.Y102A5A.1 CINOP.Sp34_50375900.t1 CNIGO.Cni-cand-1
OG0011091: CBRIG.QX1410.8820.2 CELEG.Y102E9.1b CINOP.Sp34_30245900.t1 CNIGO.Cni-odr-4
OG0011092: CBRIG.QX1410.8822.1 CELEG.Y102E9.2b CINOP.Sp34_30245600.t1 CNIGO.Cni-Y102E9.2.2
OG0011093: CBRIG.QX1410.8821.1 CELEG.Y102E9.5b CINOP.Sp34_30245700.t1 CNIGO.Cni-Y102E9.5.1
OG0011095: CBRIG.QX1410.18801.1 CELEG.Y102F5A.1 CINOP.Sp34_X0180300.t1 CNIGO.Cni-Y102F5A.1.3
OG0011096: CBRIG.QX1410.7055.3 CELEG.Y104H12A.1a CINOP.Sp34_40008800.t1 CNIGO.Cni-nhr-41.1
OG0011097: CBRIG.QX1410.7051.1 CELEG.Y104H12D.1a CINOP.Sp34_40010100.t1 CNIGO.Cni-mdt-20
OG0011098: CBRIG.QX1410.7050.1 CELEG.Y104H12D.3a CINOP.Sp34_40010200.t1 CNIGO.Cni-Y104H12D.3
OG0011099: CBRIG.QX1410.4511.3 CELEG.Y105C5A.15c CINOP.Sp34_40191500.t1 CNIGO.Cni-Y105C5A.15.2
OG0011100: CBRIG.QX1410.4508.2 CELEG.Y105C5A.23 CINOP.Sp34_40191800.t1 CNIGO.Cni-daf-38.2
OG0011101: CBRIG.QX1410.4519.2 CELEG.Y105C5A.8a CINOP.Sp34_40190700.t1 CNIGO.Cni-Y105C5A.8.1
OG0011102: CBRIG.QX1410.4506.2 CELEG.Y105C5B.21e CINOP.Sp34_40191600.t1 CNIGO.Cni-jac-1.1
OG0011103: CBRIG.QX1410.4469.1 CELEG.Y105C5B.28a CINOP.Sp34_40196300.t1 CNIGO.Cni-gln-3
OG0011104: CBRIG.QX1410.4431.1 CELEG.Y105C5B.2a CINOP.Sp34_40201700.t1 CNIGO.Cni-gcy-25.1
OG0011105: CBRIG.QX1410.16164.4 CELEG.Y105E8A.10a CINOP.Sp34_10006520.t1 CNIGO.Cni-hpo-13
OG0011106: CBRIG.QX1410.16163.1 CELEG.Y105E8A.11 CINOP.Sp34_10006510.t1 CNIGO.Cni-Y105E8A.11
OG0011107: CBRIG.QX1410.16162.1 CELEG.Y105E8A.12a CINOP.Sp34_10006210.t1 CNIGO.Cni-catp-1
OG0011108: CBRIG.QX1410.16160.1 CELEG.Y105E8A.14 CINOP.Sp34_10005900.t1 CNIGO.Cni-Y105E8A.14
OG0011109: CBRIG.QX1410.16159.1 CELEG.Y105E8A.16 CINOP.Sp34_10005800.t1 CNIGO.Cni-rps-20
OG0011110: CBRIG.QX1410.16158.3 CELEG.Y105E8A.17b CINOP.Sp34_10005700.t1 CNIGO.Cni-ekl-4.2
OG0011111: CBRIG.QX1410.16128.2 CELEG.Y105E8A.19 CINOP.Sp34_10003500.t1 CNIGO.Cni-yars-1
OG0011112: CBRIG.QX1410.16172.2 CELEG.Y105E8A.1b CINOP.Sp34_10007400.t1 CNIGO.Cni-Y105E8A.1
OG0011113: CBRIG.QX1410.16171.4 CELEG.Y105E8A.2 CINOP.Sp34_10007300.t1 CNIGO.Cni-Y105E8A.2.1
OG0011114: CBRIG.QX1410.16129.1 CELEG.Y105E8A.21a CINOP.Sp34_10005310.t1 CNIGO.Cnig_chr_I.g3914
OG0011115: CBRIG.QX1410.16130.2 CELEG.Y105E8A.22 CINOP.Sp34_10005200.t1 CNIGO.Cnig_chr_I.g3913.1
OG0011116: CBRIG.QX1410.16131.1 CELEG.Y105E8A.26a CINOP.Sp34_10005100.t1 CNIGO.Cni-zoo-1
OG0011117: CBRIG.QX1410.722.1 CELEG.Y105E8A.27 CINOP.Sp34_10006300.t1 CNIGO.Cni-Y105E8A.27
OG0011118: CBRIG.QX1410.16170.1 CELEG.Y105E8A.3 CINOP.Sp34_10007200.t1 CNIGO.Cni-Y105E8A.3
OG0011119: CBRIG.QX1410.16169.1 CELEG.Y105E8A.4 CINOP.Sp34_10007100.t1 CNIGO.Cni-ech-7.1
OG0011120: CBRIG.QX1410.16168.1 CELEG.Y105E8A.5 CINOP.Sp34_10007020.t1 CNIGO.Cni-bbs-1
OG0011121: CBRIG.QX1410.16167.1 CELEG.Y105E8A.6 CINOP.Sp34_10006900.t1 CNIGO.Cni-unc-95.1
OG0011122: CBRIG.QX1410.16166.2 CELEG.Y105E8A.7a CINOP.Sp34_10006800.t1 CNIGO.Cni-lev-10
OG0011123: CBRIG.QX1410.16165.1 CELEG.Y105E8A.8 CINOP.Sp34_10006700.t1 CNIGO.Cni-Y105E8A.8.1
